n_bps,d,m,rep_idx,seed,is_recombinant,true_bps_count,true_bps,rhizaeon_detected,rhizaeon_num_bps,rhizaeon_bps,rhizaeon_spatial_err_nt,rhizaeon_runtime_ms,three_seq_detected,three_seq_p,three_seq_runtime_ms
1,20,1,25,20231106,True,1,20646,True,1,20344,302.0,10.915832999999875,True,0.000386996981,41.505749999999786
1,20,1,27,20231108,True,1,15388,True,1,13846,1542.0,7.735249999999638,True,0.000257998006,40.300708000000185
1,20,1,26,20231107,True,1,3578,True,2,3536;3586,8.0,9.62012500000009,True,0.000386996981,40.96970900000008
1,20,1,29,20231110,True,1,19446,False,0,,,3.425749999999894,True,5.9537997e-05,41.219333999999996
1,20,1,28,20231109,True,1,16717,True,1,14980,1737.0,9.347208999999967,True,7.1445596e-05,39.55345799999988
1,20,1,31,20231112,True,1,25590,False,0,,,4.48770800000009,False,1.0,39.43608400000009
1,20,1,32,20231113,True,1,25670,True,1,25217,453.0,9.086332999999946,True,0.001031991909,41.608124999999774
1,20,1,33,20231114,True,1,10255,True,1,10194,61.0,9.349750000000157,True,5.9537997e-05,43.464540999999635
1,20,1,30,20231111,True,1,14140,True,1,14548,408.0,9.986416999999914,True,5.9537997e-05,45.79466699999956
1,20,1,35,20231116,True,1,13809,True,2,13230;12149,579.0,9.002541999999725,True,5.9537997e-05,37.59474999999979
1,20,1,34,20231115,True,1,9695,True,1,10416,721.0,12.765042000000282,True,0.0001031992,38.220166999999975
1,20,1,37,20231118,True,1,10953,True,1,8826,2127.0,8.875499999999814,True,0.000257998006,43.19000000000006
1,20,1,36,20231117,True,1,4532,True,1,4904,372.0,10.85962500000015,True,0.001031991909,44.041
1,20,1,38,20231119,True,1,8194,True,2,7951;7343,243.0,10.665834000000096,True,0.000386996981,39.34033299999973
1,20,1,40,20231121,True,1,5140,False,0,,,4.572041999999943,False,1.0,44.99487499999999
1,20,1,39,20231120,True,1,3401,True,1,4532,1131.0,7.308791999999897,True,0.001031991909,43.499792000000426
1,20,1,41,20231122,True,1,14163,True,1,13720,443.0,10.136417000000009,True,5.9537997e-05,43.074083000000044
1,20,1,42,20231123,True,1,22854,True,1,21480,1374.0,10.351750000000326,True,0.0001031992,42.177290999999784
1,20,1,43,20231124,True,1,11178,True,1,11048,130.0,8.482209000000296,True,5.9537997e-05,41.27974999999972
1,20,1,44,20231125,True,1,28218,False,0,,,5.958542000000122,False,1.0,37.613458000000044
1,20,1,45,20231126,True,1,4757,True,1,3649,1108.0,9.46404199999984,True,0.001031991909,39.28495800000009
1,20,1,46,20231127,True,1,2305,False,0,,,6.049791999999776,False,1.0,37.61445799999974
1,20,1,47,20231128,True,1,21687,True,2,21914;20004,227.0,8.267833000000113,True,0.001031991909,41.44137500000022
1,20,1,49,20231130,True,1,15965,False,0,,,4.165416000000199,True,5.9537997e-05,41.30345799999979
1,20,1,48,20231129,True,1,6569,True,1,5980,589.0,11.262959000000183,True,0.000386996981,41.45837499999993
1,20,2,0,20231131,True,1,27459,False,0,,,5.760125000000116,False,1.0,37.21312500000007
1,20,2,2,20231133,True,1,12467,True,1,12734,267.0,10.402624999999777,True,0.0001031992,39.29804199999998
1,20,2,1,20231132,True,1,19147,True,2,18980;17995,167.0,11.407874999999734,True,5.9537997e-05,42.53645799999983
1,20,2,3,20231134,True,1,15372,True,1,15912,540.0,9.357542000000052,True,0.000180598596,38.210540999999765
1,20,2,4,20231135,True,1,21850,True,1,22144,294.0,9.992167000000052,True,0.003508772235,38.52924999999985
1,20,2,6,20231137,True,1,3668,False,0,,,5.877583999999825,True,0.003508772235,43.26325000000031
1,20,2,5,20231136,True,1,16704,True,1,16807,103.0,8.386999999999922,True,5.953799e-05,43.07666699999979
1,20,2,8,20231139,True,1,11913,True,1,13304,1391.0,11.776459000000017,True,7.1445596e-05,40.29658299999994
1,20,2,7,20231138,True,1,24861,True,2,23718;25576,715.0,10.00870900000006,True,0.003508772235,42.95975000000007
1,20,2,9,20231140,True,1,2808,False,0,,,6.123917000000034,False,1.0,39.80595800000009
1,20,2,11,20231142,True,1,25310,False,0,,,6.2305839999998724,False,1.0,44.02408399999969
1,20,2,10,20231141,True,1,9579,True,1,11978,2399.0,9.774832999999816,True,5.9537997e-05,43.74712500000033
1,20,2,12,20231143,True,1,27211,False,0,,,5.790042000000106,False,1.0,42.468625000000145
1,20,2,14,20231145,True,1,14259,True,1,15010,751.0,10.232166999999848,True,0.000119075994,40.35695899999992
1,20,2,13,20231144,True,1,19845,True,1,20010,165.0,12.083250000000323,True,0.000386996981,40.51491699999987
1,20,2,15,20231146,True,1,23223,False,0,,,6.517042000000028,True,0.001031991909,39.407957999999965
1,20,2,16,20231147,True,1,6798,True,1,6188,610.0,12.16824999999977,True,0.0001031992,36.121666999999746
1,20,2,17,20231148,True,1,10738,True,2,11404;9708,666.0,12.218749999999723,True,0.0001031992,39.41608399999996
1,20,2,19,20231150,True,1,7052,False,0,,,5.7167919999998595,False,1.0,43.584917000000004
1,20,2,20,20231151,True,1,25992,False,0,,,6.440041000000285,False,1.0,42.813250000000025
1,20,2,18,20231149,True,1,18847,True,1,18776,71.0,11.512874999999756,True,7.1445596e-05,44.297749999999695
1,20,2,21,20231152,True,1,27102,False,0,,,5.931000000000353,False,1.0,44.452959000000014
1,20,2,23,20231154,True,1,2555,False,0,,,4.196209000000284,False,1.0,43.72050000000005
1,20,2,22,20231153,True,1,14653,True,1,14538,115.0,8.946583999999813,True,0.0001031992,43.612874999999995
1,20,2,24,20231155,True,1,25658,False,0,,,8.095791999999769,False,1.0,37.30287499999996
1,20,2,28,20231159,True,1,2852,False,0,,,5.283582999999759,False,1.0,41.48566699999989
1,20,2,25,20231156,True,1,24223,True,2,24560;22706,337.0,11.737500000000178,True,0.000515995955,42.409791999999946
1,20,2,26,20231157,True,1,23792,True,1,23588,204.0,10.343124999999898,True,0.001031991909,43.79191699999963
1,20,2,27,20231158,True,1,20089,True,1,20556,467.0,12.026833000000181,True,0.000180598596,42.025624999999955
1,20,2,29,20231160,True,1,26662,False,0,,,6.034124999999779,False,1.0,36.20770800000006
1,20,2,30,20231161,True,1,7968,True,1,8450,482.0,12.106624999999926,True,0.000386996981,37.38687500000015
1,20,2,31,20231162,True,1,25565,True,1,25491,74.0,12.811457999999831,True,0.000386996981,39.08433400000044
1,20,2,32,20231163,True,1,14715,True,1,14260,455.0,10.8290000000002,True,5.9537997e-05,41.04225000000028
1,20,2,34,20231165,True,1,3563,False,0,,,6.40437500000024,False,1.0,40.08312500000022
1,20,2,36,20231167,True,1,3318,False,0,,,4.789375000000096,False,1.0,44.65383299999992
1,20,2,33,20231164,True,1,23130,True,1,23980,850.0,8.508125000000089,True,0.000386996981,47.85525000000001
1,20,2,35,20231166,True,1,22878,True,1,21730,1148.0,9.024167000000194,True,0.0001031992,44.47166700000027
1,20,2,37,20231168,True,1,20042,False,0,,,5.956207999999741,False,1.0,37.77945900000024
1,20,2,38,20231169,True,1,8002,True,1,8590,588.0,8.298374999999858,True,0.000180598596,37.550874999999984
1,20,2,40,20231171,True,1,14888,False,0,,,5.921041999999765,True,5.953799e-05,38.70662499999966
1,20,2,39,20231170,True,1,24355,True,2,23448;24836,481.0,8.933167000000353,True,0.000257998006,41.43495900000005
1,20,2,41,20231172,True,1,6692,True,1,6678,14.0,10.633999999999588,True,0.001031991909,39.79691599999935
1,20,2,42,20231173,True,1,26931,False,0,,,6.26220799999988,False,1.0,38.47675000000006
1,20,2,45,20231176,True,1,28388,False,0,,,5.799208,False,1.0,43.57908399999921
1,20,2,44,20231175,True,1,17854,True,1,19512,1658.0,11.751582999999677,True,0.0001031992,41.99520800000034
1,20,2,43,20231174,True,1,20476,True,1,20448,28.0,10.248957999999142,True,0.003508772235,42.91329099999963
1,20,2,47,20231178,True,1,2220,False,0,,,4.466833000000392,False,1.0,40.32845800000029
1,20,2,46,20231177,True,1,25817,True,1,25587,230.0,11.432542000000545,True,0.000180598596,40.934707999999986
1,20,2,48,20231179,True,1,10558,True,1,10536,22.0,10.558334000000613,True,5.953799e-05,37.84574999999979
1,20,2,49,20231180,True,1,26250,True,1,26327,77.0,8.207958999999931,True,0.001289989916,39.987667000000116
1,20,3,0,20231181,True,1,8958,True,2,9268;7632,310.0,10.719708999999966,True,0.000180598596,38.95174999999984
1,20,3,3,20231184,True,1,1976,False,0,,,6.6584160000005,False,1.0,41.58979100000071
1,20,3,2,20231183,True,1,27075,False,0,,,8.638833000000012,False,1.0,41.910875000000125
1,20,3,1,20231182,True,1,7326,True,1,7499,173.0,10.233458999999279,True,7.1445596e-05,42.35412499999924
1,20,3,4,20231185,True,1,9735,False,0,,,8.181916999999927,True,0.000180598596,40.50379199999998
1,20,3,5,20231186,True,1,9817,True,2,9230;10408,587.0,11.240917000000294,True,0.000180598596,41.66470899999997
1,20,3,6,20231187,True,1,21703,True,2,21730;21168,27.0,10.262667000000114,True,0.003508772235,40.26695799999924
1,20,3,7,20231188,True,1,10647,True,1,9660,987.0,7.986749999999709,True,7.1445596e-05,38.960874999999895
1,20,3,8,20231189,True,1,17580,True,1,17396,184.0,9.116875000000135,True,0.00010825089,39.7200419999999
1,20,3,10,20231191,True,1,6072,False,0,,,5.875041000000358,False,1.0,42.79912500000016
1,20,3,9,20231190,True,1,3022,False,0,,,8.273666000000013,False,1.0,42.525459000000154
1,20,3,11,20231192,True,1,7655,True,2,7723;9579,68.0,8.99329099999946,True,7.1445596e-05,40.52554200000014
1,20,3,12,20231193,True,1,1936,False,0,,,6.958875000000475,False,1.0,39.37354199999987
1,20,3,13,20231194,True,1,3217,False,0,,,6.401333999999537,False,1.0,40.97195900000017
1,20,3,14,20231195,True,1,9392,False,0,,,6.116125000000139,True,0.000180598596,41.430042
1,20,3,15,20231196,True,1,6687,False,0,,,6.741832999999531,False,1.0,39.84541700000044
1,20,3,16,20231197,True,1,4614,False,0,,,5.5115829999996535,False,1.0,39.50454200000042
1,20,3,19,20231200,True,1,21650,False,0,,,7.039209000000213,False,1.0,39.01833300000046
1,20,3,18,20231199,True,1,27724,False,0,,,6.019540999999684,True,0.003508772235,40.43954199999966
1,20,3,17,20231198,True,1,23990,False,0,,,5.742291999999871,True,0.000386996981,42.40929200000032
1,20,3,20,20231201,True,1,13499,True,1,13512,13.0,9.905958000000048,True,7.1445596e-05,38.843791999999766
1,20,3,21,20231202,True,1,28012,False,0,,,5.452875000000468,False,1.0,41.20829200000031
1,20,3,22,20231203,True,1,4515,False,0,,,5.3717500000001195,False,1.0,38.429082999999586
1,20,3,24,20231205,True,1,17899,True,1,18116,217.0,9.428332999999789,True,0.0001031992,40.36116599999939
1,20,3,23,20231204,True,1,9263,True,1,9542,279.0,11.889457999999742,True,0.001031991909,40.93575000000005
1,20,3,25,20231206,True,1,26899,False,0,,,5.912000000000361,False,1.0,37.43437500000013
1,20,3,27,20231208,True,1,25729,True,1,24480,1249.0,8.129874999999842,True,0.003508772235,39.246249999999705
1,20,3,26,20231207,True,1,23011,True,1,21480,1531.0,12.766374999999996,True,0.000386996981,39.542916999999456
1,20,3,30,20231211,True,1,6190,True,1,6780,590.0,11.264999999999858,True,0.000386996981,43.02324999999918
1,20,3,28,20231209,True,1,23869,True,1,23876,7.0,11.304833000000514,True,0.003508772235,45.169540999999924
1,20,3,29,20231210,True,1,19866,True,1,20094,228.0,8.55183399999948,True,5.953799e-05,45.02629200000019
1,20,3,31,20231212,True,1,7115,True,1,5730,1385.0,10.146542000000203,True,0.003508772235,42.38533399999955
1,20,3,33,20231214,True,1,4130,True,1,3980,150.0,10.333958000000365,True,0.003508772235,38.78812499999995
1,20,3,32,20231213,True,1,11959,True,1,12354,395.0,9.586832999999295,True,0.001289989916,42.043791999999414
1,20,3,35,20231216,True,1,16738,False,0,,,5.8308340000001735,True,0.00010825089,40.1598329999997
1,20,3,34,20231215,True,1,4714,True,1,4266,448.0,10.098791999999968,True,0.003508772235,40.94537499999973
1,20,3,37,20231218,True,1,26503,False,0,,,6.0371249999997545,False,1.0,41.852916999999934
1,20,3,38,20231219,True,1,27229,False,0,,,6.559208000000538,False,1.0,43.949124999999256
1,20,3,36,20231217,True,1,12382,True,1,12450,68.0,10.401292000000062,True,5.953799e-05,41.793417000000055
1,20,3,39,20231220,True,1,11383,True,1,11306,77.0,9.935165999999995,True,5.9537997e-05,42.98975000000027
1,20,3,41,20231222,True,1,11807,True,1,11934,127.0,9.131041999999923,True,0.0001031992,43.30899999999982
1,20,3,40,20231221,True,1,25885,True,1,25582,303.0,10.455583000000601,True,0.001031991909,43.02754199999992
1,20,3,42,20231223,True,1,2479,False,0,,,4.979583999999981,False,1.0,42.95150000000003
1,20,3,43,20231224,True,1,7360,True,1,7353,7.0,8.918374999999479,True,7.1445596e-05,40.24708300000057
1,20,3,44,20231225,True,1,24534,False,0,,,4.3959999999998445,False,1.0,38.87545900000067
1,20,3,45,20231226,True,1,7846,True,2,7758;9480,88.0,9.457874999999838,True,0.000180598596,46.995958000000115
1,20,3,46,20231227,True,1,26068,True,1,25730,338.0,10.325542000000354,True,0.003508772235,45.566292000000175
1,20,3,49,20231230,True,1,24219,False,0,,,5.417417000000313,False,1.0,44.882875000000766
1,20,3,47,20231228,True,1,7706,True,1,8072,366.0,10.924708000000116,True,0.001031991909,51.08104099999977
1,30,0,0,20231231,True,1,11853,True,1,12516,663.0,11.010375000000572,True,6.98951e-07,47.4734579999998
1,20,3,48,20231229,True,1,25225,True,1,22980,2245.0,10.283249999999633,True,0.001031991909,48.95516699999991
1,30,0,1,20231232,True,1,18022,True,2,17958;17971,51.0,11.150250000000028,True,2.1967e-07,46.38087500000054
1,30,0,2,20231233,True,1,21651,True,1,21358,293.0,13.508791999999659,True,1.178898e-05,38.960834000000055
1,30,0,3,20231234,True,1,11442,True,1,11224,218.0,10.467833999999954,True,3.7391e-07,40.69429199999952
1,30,0,4,20231235,True,1,15913,True,2,15724;16008,95.0,12.514041999999392,True,1.50301e-07,39.42116599999945
1,30,0,5,20231236,True,1,5488,True,1,5861,373.0,9.859582999999894,True,3.92966e-06,38.15333400000043
1,30,0,6,20231237,True,1,25740,False,0,,,6.488208000000384,True,1.178898e-05,38.482917000000505
1,30,0,8,20231239,True,1,18977,True,1,19052,75.0,7.881457999999952,True,1.03148e-07,45.2909159999999
1,30,0,9,20231240,True,1,16718,True,1,16816,98.0,8.94204200000015,True,1.16901e-07,44.93395799999966
1,30,0,10,20231241,True,1,19204,True,1,20150,946.0,11.256874999999944,True,6.98951e-07,40.92316599999979
1,30,0,7,20231238,True,1,25780,True,1,25530,250.0,10.442667000000405,True,0.000182448479,43.72912500000048
1,30,0,11,20231242,True,1,15756,True,1,16488,732.0,9.723499999999774,True,1.93402e-07,38.81620900000016
1,30,0,12,20231243,True,1,26093,True,1,25480,613.0,10.008791999999822,True,0.000985221704,39.877875000000174
1,30,0,13,20231244,True,1,5939,True,1,6198,259.0,12.31908400000048,True,3.92966e-06,37.13245800000031
1,30,0,14,20231245,True,1,10166,True,1,10390,224.0,11.237834000000113,True,2.1967e-07,39.033041999999796
1,30,0,15,20231246,True,1,15581,True,1,15514,67.0,10.182499999999983,True,1.03148e-07,39.25020800000034
1,30,0,17,20231248,True,1,16642,True,1,17469,827.0,10.624415999999748,True,2.1967e-07,43.43941700000009
1,30,0,18,20231249,True,1,22240,True,1,22462,222.0,10.655332999999878,True,3.92966e-06,43.59941700000025
1,30,0,16,20231247,True,1,25869,True,1,25498,371.0,11.893790999999432,True,3.92966e-06,44.602375000000194
1,30,0,19,20231250,True,1,25394,True,1,25860,466.0,12.134750000000416,True,0.000182448479,43.90608400000051
1,30,0,20,20231251,True,1,12133,True,1,12230,97.0,10.526207999999926,True,1.03148e-07,42.9226250000001
1,30,0,21,20231252,True,1,21866,True,1,21537,329.0,11.634707999999883,True,3.92966e-06,40.49608299999985
1,30,0,22,20231253,True,1,17204,True,1,17440,236.0,11.701292000000585,True,5.49176e-07,39.497749999999776
1,30,0,23,20231254,True,1,18401,True,1,18744,343.0,11.297749999999773,True,1.178898e-05,41.8314999999998
1,30,0,24,20231255,True,1,26930,False,0,,,6.095042000000106,True,4.2103497e-05,45.28541700000055
1,30,0,25,20231256,True,1,18761,True,1,19604,843.0,12.864791999999348,True,1.50301e-07,49.95912499999999
1,30,0,26,20231257,True,1,8806,True,1,9480,674.0,10.179875000000393,True,1.178898e-05,50.67537499999997
1,30,0,27,20231258,True,1,28355,False,0,,,6.556250000000041,False,1.0,40.754042000000545
1,30,0,28,20231259,True,1,18848,True,1,19500,652.0,12.480667000000167,True,1.50301e-07,49.0097089999999
1,30,0,29,20231260,True,1,5937,True,2,3626;5582,355.0,11.07112499999996,True,4.2103497e-05,46.070541999999826
1,30,0,31,20231262,True,1,17375,True,1,16878,497.0,11.279874999999606,True,3.7391e-07,42.360874999999965
1,30,0,30,20231261,True,1,11009,True,1,10636,373.0,12.515333999999712,True,3.46848e-07,45.79304199999967
1,30,0,32,20231263,True,1,19302,True,1,19384,82.0,10.34370799999973,True,0.000210517479,41.27437500000042
1,30,0,33,20231264,True,1,7301,True,2,6770;5716,531.0,12.723083000000024,True,4.2103497e-05,43.71037499999986
1,30,0,35,20231266,True,1,23364,True,1,23018,346.0,12.437000000000253,True,2.1967e-07,43.34091700000009
1,30,0,34,20231265,True,1,13116,True,2,12918;11728,198.0,12.642792000000291,True,1.16901e-07,43.8704999999997
1,30,0,36,20231267,True,1,1854,False,0,,,7.164625000000591,True,0.000182448479,40.253082999999634
1,30,0,37,20231268,True,1,4687,True,1,4646,41.0,13.901375000000549,True,1.537693e-06,35.8028749999999
1,30,0,39,20231270,True,1,20362,True,1,20818,456.0,10.580333000000053,True,1.16901e-07,44.6341660000007
1,30,0,38,20231269,True,1,12411,True,1,11203,1208.0,11.294042000000282,True,1.16901e-07,47.021124999999664
1,30,0,40,20231271,True,1,24342,True,1,23969,373.0,12.215249999999678,True,4.2103497e-05,43.91999999999996
1,30,0,41,20231272,True,1,24602,True,1,24572,30.0,11.95624999999989,True,4.2103497e-05,45.12766700000004
1,30,0,43,20231274,True,1,8444,True,1,8587,143.0,10.364082999999802,True,0.000985221704,48.83537500000035
1,30,0,42,20231273,True,1,21140,True,1,20862,278.0,11.13004200000045,True,1.50301e-07,48.63216599999998
1,30,0,45,20231276,True,1,10591,True,1,10322,269.0,11.936458000000094,True,1.537693e-06,42.03250000000036
1,30,0,44,20231275,True,1,3104,False,0,,,7.390625000000206,True,0.000985221704,47.45779100000025
1,30,0,46,20231277,True,1,20224,True,1,19632,592.0,10.53229200000061,True,6.98951e-07,46.10933300000042
1,30,0,47,20231278,True,1,2825,False,0,,,7.643749999999727,True,1.178898e-05,47.099624999999534
1,30,0,48,20231279,True,1,4160,True,2,3862;4172,12.0,11.447750000000312,True,0.000182448479,44.748750000000115
1,30,0,49,20231280,True,1,27139,True,1,25756,1383.0,12.202000000000268,True,0.000985221704,42.009208999999714
1,30,1,1,20231282,True,1,8093,True,1,8453,360.0,8.777124999999941,True,6.98951e-07,45.625459000000035
1,30,1,0,20231281,True,1,5933,True,2,6469;5167,536.0,12.760874999999672,True,1.178898e-05,44.431458000000035
1,30,1,3,20231284,True,1,7580,True,1,6922,658.0,13.60229199999985,True,3.92966e-06,44.134666999999794
1,30,1,2,20231283,True,1,13924,True,1,13156,768.0,9.864832999999962,True,1.16901e-07,50.016083000000044
1,30,1,5,20231286,True,1,4638,True,1,5980,1342.0,10.922666999999997,True,0.000182448479,45.19654200000023
1,30,1,4,20231285,True,1,25834,True,1,26033,199.0,11.240709000000848,True,0.000182448479,51.09054099999977
1,30,1,6,20231287,True,1,12623,True,1,12467,156.0,12.3636669999998,True,1.93402e-07,44.8802499999994
1,30,1,7,20231288,True,1,10860,True,1,10505,355.0,9.486415999999664,True,1.50301e-07,38.52062500000031
1,30,1,9,20231290,True,1,28307,False,0,,,6.247958000000331,False,1.0,39.00404200000018
1,30,1,8,20231289,True,1,10779,True,1,10132,647.0,12.628459000000092,True,6.98951e-07,42.51962499999973
1,30,1,10,20231291,True,1,18465,True,1,20278,1813.0,13.167875000000606,True,1.50301e-07,41.39483300000002
1,30,1,11,20231292,True,1,23216,True,2,24364;22662,554.0,11.810374999999596,True,1.537693e-06,43.86624999999977
1,30,1,12,20231293,True,1,15311,True,1,13718,1593.0,11.209833000000557,True,1.03148e-07,44.44524999999988
1,30,1,14,20231295,True,1,17900,True,1,16733,1167.0,12.948957999999955,True,1.16901e-07,49.290375
1,30,1,13,20231294,True,1,22929,True,1,22744,185.0,12.32337499999936,True,1.178898e-05,51.21462499999918
1,30,1,16,20231297,True,1,3577,False,0,,,6.75470899999997,True,4.2103497e-05,51.00041700000002
1,30,1,15,20231296,True,1,9980,True,1,10327,347.0,9.717000000000198,True,1.178898e-05,49.41200000000023
1,30,1,17,20231298,True,1,1691,False,0,,,6.558124999999748,True,0.000182448479,43.15362499999953
1,30,1,19,20231300,True,1,24798,False,0,,,5.142375000000143,True,1.537693e-06,42.80212500000058
1,30,1,18,20231299,True,1,16972,True,1,17117,145.0,10.384166999999778,True,1.50301e-07,40.810499999999195
1,30,1,21,20231302,True,1,3408,False,0,,,6.035542000000227,True,4.2103497e-05,39.94483399999993
1,30,1,20,20231301,True,1,26499,True,1,25801,698.0,11.997749999999918,True,4.2103497e-05,40.598665999999284
1,30,1,22,20231303,True,1,17413,True,1,17229,184.0,11.35816700000003,True,3.66117e-07,41.01583400000042
1,30,1,23,20231304,True,1,8827,True,1,9046,219.0,11.470499999999717,True,2.1967e-07,42.38079200000033
1,30,1,25,20231306,True,1,20701,True,1,20249,452.0,10.54491699999982,True,1.537693e-06,44.019999999999726
1,30,1,24,20231305,True,1,4376,True,1,4270,106.0,11.367750000000676,True,5.125643e-06,47.75591599999984
1,30,1,26,20231307,True,1,15044,True,2,13480;14676,368.0,9.05691600000047,True,5.49176e-07,43.16329200000002
1,30,1,27,20231308,True,1,5534,True,1,5426,108.0,10.308375000000147,True,1.178898e-05,41.81695800000007
1,30,1,28,20231309,True,1,12606,True,1,12113,493.0,9.207584000000324,True,1.93402e-07,50.16525000000005
1,30,1,29,20231310,True,1,6680,True,1,6134,546.0,10.528875000000326,True,3.92966e-06,49.55662500000013
1,30,1,30,20231311,True,1,10856,True,1,10510,346.0,11.509457999999917,True,3.92966e-06,44.67820800000055
1,30,1,31,20231312,True,1,7866,True,1,8288,422.0,12.17404199999983,True,1.178898e-05,45.371375000000214
1,30,1,32,20231313,True,1,12934,True,2,12958;13540,24.0,10.976000000000319,True,1.50301e-07,45.25245800000022
1,30,1,34,20231315,True,1,4670,False,0,,,6.146082999999969,False,1.0,51.21566700000013
1,30,1,33,20231314,True,1,12199,True,1,12176,23.0,10.610875000000242,True,1.50301e-07,48.61545900000053
1,30,1,35,20231316,True,1,20088,True,1,19418,670.0,11.180874999999979,True,1.03148e-07,44.62087499999967
1,30,1,36,20231317,True,1,2512,False,0,,,6.759999999999877,True,0.000985221704,39.94175000000055
1,30,1,37,20231318,True,1,10627,True,1,9554,1073.0,11.195791000000455,True,6.98951e-07,39.0730829999999
1,30,1,38,20231319,True,1,25212,True,1,24708,504.0,13.020041999999954,True,6.98951e-07,37.67879199999946
1,30,1,39,20231320,True,1,21306,True,1,20403,903.0,11.335083999999718,True,1.178898e-05,43.18995900000022
1,30,1,40,20231321,True,1,11336,True,1,11713,377.0,11.201125000000367,True,1.537693e-06,42.19050000000024
1,30,1,43,20231324,True,1,1822,False,0,,,6.464375000000189,False,1.0,43.329416999999815
1,30,1,41,20231322,True,1,23725,True,1,23782,57.0,11.112250000000046,True,5.0524199e-05,43.96362499999995
1,30,1,42,20231323,True,1,5604,True,1,5590,14.0,11.337249999999521,False,0.00689655263,43.765291000000595
1,30,1,44,20231325,True,1,23366,True,2,23810;22133,444.0,11.266958000000216,True,6.98951e-07,40.90504199999945
1,30,1,45,20231326,True,1,27445,False,0,,,5.996999999999808,True,0.000985221704,43.56041700000013
1,30,1,46,20231327,True,1,4639,True,1,5006,367.0,13.139165999999314,True,4.2103497e-05,40.774083000000516
1,30,1,47,20231328,True,1,26827,False,0,,,6.348916000000315,False,1.0,40.83766699999991
1,30,1,48,20231329,True,1,18378,True,1,17256,1122.0,10.119624999999743,True,1.03148e-07,39.02887500000052
1,30,1,49,20231330,True,1,19004,True,1,18870,134.0,11.415541999999945,True,2.1967e-07,37.922791999999816
1,30,2,0,20231331,True,1,9976,True,1,9230,746.0,11.124917000000067,True,1.537693e-06,41.60029200000004
1,30,2,1,20231332,True,1,16048,True,1,15950,98.0,11.565458000000639,True,1.16901e-07,41.47029200000052
1,30,2,2,20231333,True,1,20877,True,1,20510,367.0,10.920583999999955,True,1.178898e-05,39.62462500000008
1,30,2,3,20231334,True,1,24157,True,1,24696,539.0,11.864667000000217,True,6.98951e-07,42.96712499999966
1,30,2,5,20231336,True,1,26224,False,0,,,5.898082999999943,False,0.00689655263,43.32491700000052
1,30,2,4,20231335,True,1,23003,True,1,23382,379.0,10.988874999999787,True,0.000985221704,42.440667000000154
1,30,2,7,20231338,True,1,20099,False,0,,,6.838791000000732,True,1.537693e-06,41.82579200000003
1,30,2,6,20231337,True,1,8183,True,1,7821,362.0,9.86808299999975,True,0.000182448479,43.3562089999997
1,30,2,9,20231340,True,1,22017,True,1,23230,1213.0,10.252499999999998,True,1.178898e-05,40.86870799999964
1,30,2,8,20231339,True,1,11696,True,1,11344,352.0,10.56987499999984,True,3.66117e-07,42.201250000000634
1,30,2,11,20231342,True,1,27854,False,0,,,5.695417000000091,False,1.0,41.3156249999993
1,30,2,10,20231341,True,1,17859,True,1,17995,136.0,10.396208000000406,True,6.98951e-07,41.6837499999998
1,30,2,12,20231343,True,1,7891,True,1,7229,662.0,12.09958299999947,True,3.66117e-07,42.564417000000354
1,30,2,13,20231344,True,1,23050,True,1,22148,902.0,11.48554199999996,True,3.92966e-06,40.32212500000032
1,30,2,14,20231345,True,1,20405,True,1,21230,825.0,10.30274999999925,True,9.98502e-07,42.623707999999816
1,30,2,15,20231346,True,1,6592,True,1,6459,133.0,11.733291999999729,True,3.92966e-06,40.86829099999978
1,30,2,17,20231348,True,1,5402,True,1,6318,916.0,11.823542000000131,True,1.178898e-05,41.71241599999931
1,30,2,16,20231347,True,1,11567,True,1,12230,663.0,10.473332999999307,True,2.1967e-07,43.506417000000575
1,30,2,18,20231349,True,1,27463,False,0,,,7.02679199999956,True,0.000985221704,37.17170800000069
1,30,2,19,20231350,True,1,19442,True,1,21730,2288.0,10.779957999999645,True,0.000182448479,36.578667000000564
1,30,2,20,20231351,True,1,6380,True,1,7573,1193.0,11.036000000000712,False,0.00689655263,40.09554200000043
1,30,2,21,20231352,True,1,10920,True,1,10470,450.0,11.559958999999509,True,1.50301e-07,43.49425000000018
1,30,2,22,20231353,True,1,5156,True,1,5407,251.0,11.222040999999905,True,1.537693e-06,42.16779099999979
1,30,2,23,20231354,True,1,16930,True,1,17340,410.0,10.862041999999406,True,1.16901e-07,41.63024999999987
1,30,2,24,20231355,True,1,13977,True,1,13230,747.0,10.384499999999797,True,1.16901e-07,40.53133299999967
1,30,2,25,20231356,True,1,23562,True,1,23025,537.0,12.12258300000002,True,3.92966e-06,38.25058299999995
1,30,2,26,20231357,True,1,2259,False,0,,,5.973417000000758,True,0.000182448479,37.572916000000234
1,30,2,27,20231358,True,1,10651,True,2,10714;12280,63.0,10.95404199999983,True,2.1967e-07,37.93699999999944
1,30,2,29,20231360,True,1,28027,False,0,,,8.800915999999326,False,1.0,43.33299999999962
1,30,2,28,20231359,True,1,21463,True,1,21338,125.0,11.257792000000322,True,3.92966e-06,44.127125000000156
1,30,2,30,20231361,True,1,18968,True,1,18876,92.0,10.300709000000019,True,3.66117e-07,42.54162500000014
