recombinant_node,recombinant_lineage,rivet_bp1_interval,rivet_bp2_interval,rivet_3seq_p,informative_sites_count,rhizaeon_detected,rhizaeon_num_bps,rhizaeon_bps,rhizaeon_concordant,rhizaeon_min_dist_to_interval,rhizaeon_runtime_ms,three_seq_detected,three_seq_p,three_seq_runtime_ms
node_204139,B.1.1.7,"(4422,5944)","(29903,29903)",0.00699301,13,True,1,4950,True,0.0,7.4323749999996025,False,0.006993007846,43.95941600000075
node_212172,B.1.1.7,"(14120,28095)","(29903,29903)",0.0151515,11,False,0,,False,inf,5.04812500000007,False,1.0,41.88650000000038
node_219482,B.1.1.7,"(15096,21766)","(26313,27456)",0.013986,13,False,0,,False,inf,4.8484159999997445,False,1.0,34.48637500000018
node_219678,B.1.1.7,"(13699,19032)","(21770,23236)",0.00588235,17,False,0,,False,inf,6.46304200000003,False,0.005882353522,37.3716669999995
node_219917,B.1.1.7,"(17762,21766)","(29903,29903)",0.00757576,12,True,1,19730,True,0.0,5.085249999999597,False,0.007575758267,38.088541000000475
node_219919,B.1.1.7,"(12896,21766)","(21993,25166)",0.012987,11,False,0,,False,inf,3.587083000000213,False,1.0,40.190291000000045
node_228857,B.1.1.7,"(241,3267)","(14408,23604)",0.0220588,17,False,0,,False,inf,3.190040999999866,False,1.0,38.85658300000028
node_228873,B.1.1.7,"(241,3267)","(14676,15279)",0.0333333,10,False,0,,False,inf,3.662917000000654,False,1.0,41.65933300000013
node_250967,BA.2,"(8393,9344)","(29903,29903)",0.000377074,18,True,1,8867,True,0.0,7.1479590000000925,True,0.000377073971,40.9729160000003
node_258179,BA.2,"(3411,5812)","(15240,25416)",0.2,6,False,0,,False,inf,3.0800410000000333,False,1.0,44.75720800000005
node_2660,B.1,"(21638,23063)","(29903,29903)",0.114286,7,False,0,,False,inf,2.5844580000002892,False,1.0,52.06787500000054
node_287695,XBB.1_27915T,"(18703,22101)","(23986,28447)",0.0181818,12,False,0,,False,inf,4.543916999999897,False,1.0,39.940540999999996
node_288345,XCE,"(2954,18811)","(29903,29903)",0.114286,7,False,0,,False,inf,2.756792000000008,False,1.0,42.36112500000022
node_289785,XBB.1.16,"(14856,16878)","(29903,29903)",0.012987,11,True,1,16053,True,0.0,7.191042000000092,False,1.0,41.98525000000019
node_289790,XBB.1.16,"(393,1875)","(14856,16878)",1.03148e-07,30,True,2,16303;15417,False,13542.0,10.84712500000018,True,1.03148e-07,39.52541700000012
node_293681,XBB.1.16.24,"(3179,14856)","(29903,29903)",0.00490196,18,False,0,,False,inf,3.8233339999997895,True,0.004901961423,44.796874999999844
node_296083,XBB.1.16.6,"(8947,10861)","(29903,29903)",3.04044e-05,26,True,1,10044,True,0.0,9.319415999999858,True,3.0404384e-05,41.91241700000026
node_297808,JF.1,"(12775,21941)","(22034,27870)",0.0333333,10,False,0,,False,inf,4.527207999999838,False,1.0,38.463000000000136
node_299661,HF.1.1,"(17949,21941)","(22034,22474)",0.00109469,29,False,0,,False,inf,5.908333999999904,True,0.001094690873,39.24899999999987
node_300559,XDM,"(22106,22927)","(24046,27059)",2.9795e-05,32,False,0,,False,inf,6.578541000000104,True,2.9795014e-05,39.88970800000003
node_302853,XBB.1.16.1,"(13252,14856)","(18703,23202)",0.0666667,10,False,0,,False,inf,4.444874999999904,False,1.0,39.84708399999981
node_303933,XBB.1.16,"(12789,14856)","(29903,29903)",0.000119076,19,True,1,13508,True,0.0,10.66166699999993,True,0.00010825089,39.43662500000001
node_305345,XBB.1.16,"(25317,27507)","(29903,29903)",0.142857,7,False,0,,False,inf,2.590334000000194,False,1.0,36.661833000000144
node_305576,XBB.1_27915T,"(9049,11750)","(22101,23123)",7.14456e-05,20,True,2,10730;22610,True,0.0,12.21199999999989,True,7.1445589e-05,40.197249999999855
node_305590,XBB.1_27915T,"(22108,22995)","(29903,29903)",0.000180599,20,True,1,22550,True,0.0,10.240417000000335,True,0.0001031992,36.537207999999936
node_306523,FL.13,"(16560,23599)","(29903,29903)",0.114286,7,False,0,,False,inf,2.9421250000001287,False,1.0,34.40154100000026
node_309481,XBB.1.9.1,"(23457,28297)","(29903,29903)",0.0545455,11,False,0,,False,inf,5.016374999999851,False,1.0,43.1078330000001
node_316107,FL.1.8,"(12970,21371)","(23123,23664)",0.0545455,11,False,0,,False,inf,3.9859579999999006,False,1.0,42.29250000000029
node_31801,B.1.525,"(14407,18171)","(29903,29903)",0.0984849,12,False,0,,False,inf,5.378625000000525,False,1.0,41.52187499999993
node_318319,XBB.1.9.2,"(16878,27507)","(29903,29903)",0.142857,7,False,0,,False,inf,2.488875000000057,False,1.0,42.15954199999983
node_31849,B.1.525,"(28699,28881)","(29903,29903)",0.000141163,24,False,0,,False,inf,4.898374999999788,True,5.2007497e-05,440.33562500000033
node_319357,EG.1,"(17124,22995)","(29903,29903)",0.0238095,10,True,1,19980,True,0.0,5.23083400000024,False,1.0,42.333291999999915
node_321144,EG.5.2.4,"(6729,11518)","(29903,29903)",0.0151515,11,True,1,8980,True,0.0,6.322458000000086,False,1.0,33.67312499999997
node_321871,EG.5.1,"(25947,26907)","(29903,29903)",0.00274725,16,False,0,,False,inf,3.2994580000003104,True,0.001373626525,41.960165999999965
node_325566,EG.5.1.1,"(12970,16878)","(29903,29903)",0.000386997,20,True,2,14230;15480,True,0.0,8.487624999999888,True,0.000386996981,41.83791599999998
node_325567,EG.5.1.1,"(12970,16878)","(27507,29625)",1.83556e-05,23,True,2,14230;15730,True,0.0,11.05966700000005,True,1.8355589e-05,36.13516699999985
node_326877,EG.5.1.1,"(22986,25572)","(29903,29903)",0.000178311,23,True,1,23857,True,0.0,9.027541000000028,True,6.9343332e-05,36.71924999999998
node_326882,EG.5.1.1,"(22317,22320)","(29903,29903)",0.00241658,21,True,1,22018,True,299.0,9.60412499999963,True,0.001212590607,39.05645800000013
node_326889,EG.5.1.1,"(13627,22570)","(29903,29903)",0.0714286,8,False,0,,False,inf,3.4678340000002805,False,1.0,35.047999999999746
node_327014,EG.5.1.1,"(22930,25572)","(29903,29903)",0.025,16,True,1,23704,True,0.0,8.785792000000292,False,0.007142857648,43.21854199999997
node_329025,EG.5.1.1,"(17004,22033)","(29903,29903)",0.107143,8,False,0,,False,inf,4.316208000000099,False,1.0,42.886416999999625
node_329201,HK.16,"(6541,9693)","(28472,29625)",1.53769e-06,30,True,1,7134,True,0.0,10.442875000000296,True,1.537693e-06,43.02112499999966
node_334056,EG.5.1,"(13627,18326)","(29903,29903)",0.012987,11,True,1,15980,True,0.0,7.216666999999788,False,1.0,43.60974999999989
node_337563,EG.5.1.4,"(26111,29545)","(29903,29903)",0.025,16,False,0,,False,inf,5.149917000000226,False,0.007142857648,41.88741699999987
node_337796,EG.5.1.4,"(5720,9693)","(29903,29903)",0.00197628,24,True,1,7480,True,0.0,10.500165999999922,True,0.001976284897,36.31933300000023
node_338416,EG.5.1.6,"(2334,9693)","(28236,29625)",0.010989,14,False,0,,False,inf,3.4470419999999002,False,1.0,43.04887499999977
node_338853,EG.5.1.6,"(22033,22928)","(29903,29903)",0.0833333,9,False,0,,False,inf,4.325375000000076,False,1.0,36.55849999999994
node_338855,EG.5.1.6,"(22480,22927)","(29903,29903)",0.00103199,20,True,1,22702,True,0.0,7.958749999999792,True,0.000386996981,36.51637500000015
node_342778,HV.1,"(13627,21941)","(22034,22917)",0.107143,8,False,0,,False,inf,4.125125000000285,False,1.0,36.655167000000155
node_345140,HV.1,"(22930,25572)","(27384,28928)",0.00714286,16,False,0,,False,inf,5.4915000000002046,False,0.007142857648,37.786375000000035
node_345805,EG.5.1,"(22570,27507)","(29903,29903)",0.0454545,12,True,1,24730,True,0.0,6.814958000000093,False,1.0,39.71933399999994
node_346008,EG.5.1,"(27507,29485)","(29903,29903)",0.0220588,17,False,0,,False,inf,3.9207089999999667,False,0.005882353522,41.23041699999996
node_346927,XBB.1.9,"(23018,23401)","(29903,29903)",0.0833333,9,False,0,,False,inf,3.626249999999942,False,1.0,41.34579199999999
node_346947,XBB.1.9,"(21137,22121)","(29903,29903)",5.58811e-07,28,True,1,21628,True,0.0,10.712832999999922,True,4.27326e-07,37.720916000000045
node_346949,XBB.1.9,"(18492,22480)","(22930,27507)",0.0714286,8,False,0,,False,inf,3.015709000000033,False,1.0,39.56408300000014
node_346952,XBB.1.9,"(21718,23673)","(29903,29903)",0.00412797,19,True,1,22950,True,0.0,9.145082999999943,True,0.001289989916,43.39645800000014
node_346958,XBB.1.9,"(22033,22480)","(29903,29903)",0.00274725,16,True,1,22255,True,0.0,7.250082999999741,True,0.002747253049,34.449333000000415
node_346961,XBB.1.9,"(18492,22609)","(29903,29903)",0.000180599,20,True,2,19730;20980,True,0.0,9.73587500000006,True,0.0001031992,42.857208000000035
node_349070,XBB.1.41.2,"(16795,19884)","(29903,29903)",4.27326e-07,28,True,2,19306;17386,True,0.0,9.467458999999678,True,4.27326e-07,42.78691599999984
node_349510,XBB.1_27915T,"(13704,15939)","(29903,29903)",5.05242e-05,29,True,1,15334,True,0.0,6.821291000000063,True,5.0524199e-05,35.8328750000001
node_349807,XBB.1.5.57,"(405,3796)","(5183,20379)",0.142857,7,False,0,,False,inf,2.8940830000001583,False,1.0,38.622957999999926
node_350831,XBB.1.5.110,"(21952,22101)","(23929,28297)",0.0196078,18,False,0,,False,inf,4.9757499999998345,False,1.0,34.71629100000007
node_356776,JD.1.1,"(14189,14634)","(29903,29903)",0.00588235,17,True,1,14410,True,0.0,6.238124999999872,False,0.005882353522,45.89012500000011
node_356777,XCP,"(12789,14634)","(29903,29903)",0.00350877,20,True,1,13508,True,0.0,6.897416999999795,True,0.003508772235,46.12516700000002
node_360868,XBB.1.5_17124,"(5705,10204)","(29903,29903)",9.38174e-05,22,True,1,7730,True,0.0,8.637166999999835,True,9.3817449e-05,40.36800000000041
node_361793,GK.1.10,"(8668,20762)","(29903,29903)",0.2,6,False,0,,False,inf,2.679833000000187,False,1.0,48.38841699999996
node_362323,GK.2.1,"(27059,28005)","(29903,29903)",0.00923077,26,False,0,,False,inf,4.8817920000003845,True,0.001538461656,40.277999999999814
node_362574,XBB.1.5.70,"(18492,25045)","(29903,29903)",0.032967,14,False,0,,False,inf,4.9176249999995925,False,1.0,41.959124999999986
node_362582,XCR,"(23673,25045)","(29903,29903)",9.30056e-08,32,True,1,24200,True,0.0,11.09574999999996,True,5.7575e-08,47.74350000000016
node_365779,XBB.1.5_17124,"(10204,16342)","(29903,29903)",0.00757576,12,False,0,,False,inf,3.867000000000065,False,0.007575758267,40.282291999999664
node_38206,B.1,"(26876,28881)","(29903,29903)",0.11039,11,False,0,,False,inf,4.202750000000144,False,1.0,50.253625000000746
node_38209,B.1,"(22992,26700)","(29903,29903)",0.00128999,19,True,1,24730,True,0.0,8.913499999999352,True,0.000515995955,47.84966600000029
node_38241,B.1,"(445,2110)","(20389,21855)",2.82824e-08,32,True,1,21120,False,19010.0,12.992792000000364,True,2.8282e-08,42.166332999999945
node_38242,B.1,"(21855,22992)","(29399,29511)",1.03417e-09,38,True,1,22416,True,0.0,10.259082999999336,True,1.034e-09,49.00770800000043
node_392663,XBB.1.5_17124,"(10204,17079)","(29903,29903)",0.114286,7,False,0,,False,inf,3.4015000000002793,False,1.0,39.09995900000007
node_392692,XBB.1.5_17124,"(17124,25416)","(29903,29903)",0.003663,15,False,0,,False,inf,2.8309579999996615,True,0.00366300391,38.59054200000011
node_392702,XBB.1.5_17124,"(2954,25416)","(29903,29903)",0.013986,13,False,0,,False,inf,2.292875000000194,False,1.0,42.36158400000001
node_395693,XBB.1.5_17124,"(3857,3927)","(29903,29903)",0.0181818,12,False,0,,False,inf,4.242042000000001,False,1.0,42.17287500000033
node_401197,GA.4.1,"(13627,22295)","(29903,29903)",0.010989,14,False,0,,False,inf,4.168874999999961,True,0.004995005671,40.76441700000011
node_401458,XBN,"(5183,12444)","(29903,29903)",7.43218e-05,27,False,0,,False,inf,4.15858300000016,True,7.4321826e-05,37.688291999999905
node_402573,XBB.2,"(16342,22317)","(23123,27431)",0.0714286,8,False,0,,False,inf,2.597290999999835,False,1.0,36.92720799999982
node_403349,JY.1,"(23522,25410)","(29903,29903)",1.1789e-05,30,True,1,24125,True,0.0,10.203333000000203,True,3.92966e-06,42.35520800000003
node_404959,GJ.1.2,"(22317,22995)","(29903,29903)",0.00210084,17,True,1,22654,True,0.0,7.460915999999873,True,0.000969618734,43.902541000000014
node_404962,GJ.1.2,"(25690,27431)","(29903,29903)",5.20483e-06,34,False,0,,False,inf,6.163332999999938,True,1.487095e-06,41.456791999999965
node_404977,GJ.1.2.8,"(25690,27431)","(29903,29903)",0.012987,11,False,0,,False,inf,2.3928330000000386,False,1.0,42.25512500000006
node_405095,XBB.2.3.3,"(11956,12730)","(29903,29903)",0.000141163,24,True,1,12342,True,0.0,9.576749999999912,True,0.000141163211,34.13054100000012
node_406125,GS.4.1,"(6536,11750)","(29903,29903)",0.010101,12,True,1,8980,True,0.0,8.660374999999831,False,1.0,33.14041600000017
node_406130,GS.4.1,"(13188,14268)","(29903,29903)",1.4029e-05,29,True,1,13708,True,0.0,8.807666000000047,True,1.4028953e-05,43.35025000000003
node_41393,B.1.629,"(21618,22107)","(22995,25433)",0.00504202,35,False,0,,False,inf,6.937875000000204,False,0.005042016972,41.38866600000046
node_414299,BA.2.3.9_rev10198,"(16342,21042)","(23075,25810)",0.00757576,12,False,0,,False,inf,4.419500000000021,False,0.007575758267,46.44445899999994
node_418042,XBJ,"(23018,25810)","(29903,29903)",8.47531e-10,43,True,1,23623,True,0.0,9.73354099999968,True,3.83e-10,34.98445799999983
node_425347,BN.1.3,"(7390,11146)","(29903,29903)",0.0333333,10,False,0,,False,inf,3.402667000000026,False,1.0,38.11629100000013
node_429047,XBU,"(13324,22747)","(29903,29903)",0.0242424,11,False,0,,False,inf,2.916792000000168,False,1.0,42.67216600000001
node_43242,B.1.2,"(21088,21302)","(21724,25768)",0.013986,13,False,0,,False,inf,5.165375000000694,False,1.0,38.1102499999999
node_433356,CH.1.1.30,"(12574,14694)","(29903,29903)",4.42282e-05,21,True,2,13151;13711,True,0.0,9.068875000000087,True,4.4228229e-05,34.49470799999999
node_440762,BA.2.75,"(22747,25157)","(27889,28330)",0.00137363,16,True,1,24568,True,0.0,4.370332999999782,True,0.001373626525,44.120750000000264
node_440766,XBD,"(26275,27012)","(29903,29903)",0.0142857,21,True,1,24730,False,1545.0,6.666000000000061,True,0.003007519059,45.87116599999996
node_440824,BA.2.75,"(26275,27012)","(29903,29903)",0.000395257,25,True,1,26626,True,0.0,6.95220799999996,True,0.000112930567,43.762874999999646
node_440825,BA.2.75,"(23031,25416)","(29903,29903)",0.013986,13,True,1,24697,True,0.0,5.048749999999824,False,1.0,39.87404100000003
node_440830,BA.2.75,"(18583,22893)","(23018,26529)",0.010989,14,True,2,25754;23873,True,980.0,5.289874999999888,False,1.0,35.062834000000095
node_440842,XCA,"(22747,22893)","(29903,29903)",0.00103199,20,True,2,22818;20730,True,0.0,6.497624999999729,True,0.001031991909,35.22645800000035
node_449751,BA.2,"(17039,22001)","(29903,29903)",0.000411353,17,True,1,19980,True,0.0,6.38329099999968,True,0.000411353394,39.99608300000013
node_449781,XCT,"(7051,19326)","(29903,29903)",0.000474158,38,False,0,,False,inf,3.407916000000011,True,0.000474158413,44.02100000000031
node_449851,BA.2,"(17039,22001)","(29903,29903)",0.00499501,14,True,1,19980,True,0.0,6.127957999999989,True,0.002997003496,34.68362499999999
node_455299,BA.2.12.1,"(16092,25521)","(29903,29903)",0.114286,7,False,0,,False,inf,2.8116250000000953,False,1.0,35.1189999999999
node_455381,BA.2.12.1,"(16092,22917)","(29903,29903)",0.00499501,14,False,0,,False,inf,3.7656249999997726,True,0.004995005671,41.07016599999991
node_455394,BA.2.12.1,"(18568,22917)","(26529,27038)",0.002997,14,False,0,,False,inf,3.4704160000003093,True,0.002997003263,43.332458000000074
node_470684,BA.2.12.1,"(4993,11674)","(29903,29903)",0.00499501,14,False,0,,False,inf,4.368499999999997,True,0.004995005671,40.51429199999967
node_471053,BA.2.12.1,"(2710,7231)","(21721,28770)",0.0333333,10,False,0,,False,inf,3.994667000000174,False,1.0,44.64095800000001
node_480618,BA.2.12.1,"(15009,18585)","(19217,21721)",0.0012432,15,False,0,,False,inf,4.5606659999997134,True,0.001243201434,44.93445899999982
node_490695,BA.2.23,"(1168,1594)","(2338,6026)",0.0045045,37,False,0,,False,inf,5.779958000000196,True,0.004504504614,41.762916000000146
node_493445,BA.4.1,"(23040,27621)","(29903,29903)",0.0285714,15,True,1,24730,True,0.0,6.76070899999992,False,1.0,40.46083400000011
node_4942,B.1,"(9754,21057)","(29903,29903)",0.003663,15,False,0,,False,inf,4.590749999999755,True,0.00366300391,37.50050000000016
node_494914,BA.4.1,"(12160,14619)","(29903,29903)",2.31144e-05,24,True,1,12819,True,0.0,6.336375000000061,True,2.3114444e-05,43.60237499999986
node_503165,BA.4,"(9967,11674)","(15848,21721)",0.046953,15,False,0,,False,inf,4.896624999999766,False,1.0,46.50837500000016
node_512604,BA.4.6,"(23535,25416)","(29903,29903)",0.0196078,18,True,1,24382,True,0.0,8.318916999999981,True,0.004901961423,43.79091599999985
node_51455,B.1.2,"(25460,27513)","(29903,29903)",0.0666667,10,False,0,,False,inf,3.8353340000001346,False,1.0,46.77499999999979
node_515095,BA.4.6,"(12160,14599)","(18526,20436)",0.0157895,20,False,0,,False,inf,6.361500000000131,False,1.0,47.802874999999915
node_515381,BA.4_dropout,"(9866,11674)","(23040,29353)",0.0333333,10,False,0,,False,inf,4.189417000000084,False,1.0,43.50300000000029
node_515389,BA.4_dropout,"(23040,25416)","(29903,29903)",0.0181818,12,True,1,23634,True,0.0,7.8428330000002155,False,1.0,35.38083300000005
node_517981,BA.5.9,"(7471,11674)","(29903,29903)",0.00197628,24,True,1,9730,True,0.0,8.785041999999965,True,0.001976284897,35.448749999999585
node_519209,BA.5,"(17242,25517)","(29903,29903)",0.000377074,18,False,0,,False,inf,4.714083000000091,True,0.000251382648,41.75095800000017
node_519519,BA.5.6,"(11674,12160)","(29903,29903)",7.43218e-05,27,True,1,11916,True,0.0,7.877791999999939,True,7.4321826e-05,37.93150000000001
node_520384,BA.5.6,"(21077,28133)","(29903,29903)",0.00714286,16,False,0,,False,inf,4.216540999999907,True,0.002747253049,42.292374999999716
node_533528,BA.5.5,"(21789,27389)","(29903,29903)",0.142857,7,False,0,,False,inf,3.3488329999999955,False,1.0,44.639000000000095
node_535908,miscBA.5BA.2.75,"(5284,9866)","(29903,29903)",0.000377074,18,True,1,7230,True,0.0,8.136874999999932,True,0.000377073971,40.590291999999636
node_535962,BA.5,"(20462,27038)","(29903,29903)",0.0238095,10,False,0,,False,inf,3.225583999999948,False,1.0,43.79112499999982
node_535974,BA.5,"(20148,24919)","(29903,29903)",0.012987,11,True,1,22480,True,0.0,6.9359160000002085,False,1.0,43.74883299999999
node_537738,BA.5.2.1,"(7736,11989)","(29903,29903)",0.2,6,False,0,,False,inf,4.040999999999961,False,1.0,43.859208999999844
node_539006,BF.30,"(8140,9559)","(22599,23535)",0.00350877,20,False,0,,False,inf,3.594000000000097,True,0.003508772468,47.19570799999984
node_540166,BA.5.2.1,"(27506,28330)","(29903,29903)",0.107143,8,False,0,,False,inf,3.7893750000002058,False,1.0,41.78625000000036
node_546041,BF.14,"(3549,10253)","(29903,29903)",0.000969619,17,False,0,,False,inf,4.335624999999954,True,0.000969618734,43.54579200000019
node_547207,BA.5.2.1,"(19337,21997)","(29903,29903)",0.0476191,9,False,0,,False,inf,5.799457999999813,False,1.0,42.32708299999999
node_547211,BA.5.2.1,"(16726,19337)","(29903,29903)",0.0012432,15,True,1,17730,True,0.0,8.848083000000173,True,0.001243201434,44.9072079999997
node_54762,B.1.2,"(18131,21302)","(23593,29402)",0.114286,7,False,0,,False,inf,4.241540999999849,False,1.0,56.49495800000004
node_548565,BA.5.2.1,"(22942,27038)","(27889,28312)",2.81452e-05,22,True,1,24980,True,0.0,6.148832999999687,True,2.8145232e-05,46.63712500000017
node_549018,BA.5.2.1,"(16611,22713)","(29903,29903)",2.31144e-05,24,False,0,,False,inf,3.75733399999989,True,2.3114444e-05,40.219207999999895
node_549133,BA.5.2.1,"(19690,22893)","(29903,29903)",0.000370218,17,True,1,21230,True,0.0,8.933458000000005,True,0.000370218098,35.212666000000056
node_549359,BF.39,"(5031,15452)","(29903,29903)",0.013986,13,False,0,,False,inf,4.0580420000000395,False,1.0,41.455207999999914
node_549779,BF.1,"(21520,22879)","(29903,29903)",0.00699301,13,True,1,22198,True,0.0,6.742000000000026,True,0.004662005231,39.44995900000015
node_552126,BF.10,"(24751,26029)","(29903,29903)",0.0833333,9,False,0,,False,inf,4.232667000000134,False,1.0,46.86116600000023
node_552615,BF.10,"(22633,26151)","(29903,29903)",0.0666667,10,False,0,,False,inf,4.062291999999967,False,1.0,41.644750000000116
node_554961,BF.10,"(8802,9526)","(11522,14507)",0.0285714,15,False,0,,False,inf,4.687666000000146,False,1.0,46.77495799999987
node_556098,BA.5.2.1,"(8140,14599)","(23535,26529)",0.000141163,24,True,1,25754,False,11155.0,8.376958000000378,True,0.000141163197,36.70241600000024
node_556418,BF.24,"(27038,27532)","(29903,29903)",0.0454545,12,False,0,,False,inf,3.9565000000001405,False,1.0,41.976374999999955
node_556785,BF.27,"(2910,6979)","(29903,29903)",0.00197628,24,True,1,3980,True,0.0,9.10604199999998,True,0.001976284897,39.0614170000001
node_55682,B.1.2,"(1228,1310)","(6652,7124)",0.000356152,46,True,3,6086;6540;5712,False,4402.0,11.383333000000384,True,0.000356151519,427.1382500000005
node_558883,BA.5.2.1,"(12163,17030)","(29903,29903)",0.0476191,9,False,0,,False,inf,4.31516700000012,False,1.0,45.56758400000005
node_560074,BA.5.2.1,"(3859,6979)","(21691,26625)",0.0714286,8,False,0,,False,inf,4.217999999999833,False,1.0,43.59350000000006
node_5657,B.1.631,"(26222,27389)","(29903,29903)",0.116883,23,False,0,,False,inf,3.7902909999996126,False,1.0,37.0694579999995
node_572652,BF.5,"(5365,6979)","(29903,29903)",0.000210517,29,True,1,6170,True,0.0,8.484166000000126,True,0.000210517479,41.22116600000014
node_573239,BA.5.2.1,"(1627,14257)","(17039,22942)",0.025,16,False,0,,False,inf,3.479083000000216,False,1.0,36.2456670000002
node_576327,BF.7,"(15957,16616)","(29903,29903)",0.002997,14,True,2,16285;14480,True,0.0,8.42683299999969,True,0.002997003496,41.316124999999815
node_577373,BF.7,"(7528,10733)","(23419,26151)",0.0833333,9,False,0,,False,inf,4.333917000000298,False,1.0,39.406249999999865
node_581194,BF.7,"(11521,15540)","(29903,29903)",0.00757576,12,True,1,13230,True,0.0,7.883250000000341,False,0.007575758733,41.71954100000042
node_587081,BA.5.2.1,"(4999,5284)","(29903,29903)",0.003663,15,True,1,5140,True,0.0,5.455165999999956,True,0.00366300391,39.73604199999991
node_5883,B.1,"(14676,15279)","(29903,29903)",0.00714286,16,True,1,14976,True,0.0,4.881916999999625,False,0.007142857648,57.55879099999994
node_608080,BA.5.2,"(7909,12310)","(29903,29903)",0.0333333,10,False,0,,False,inf,4.21416600000013,False,1.0,35.712542000000184
node_608831,BA.5.2,"(5365,9866)","(29903,29903)",0.00225861,23,True,1,7480,True,0.0,8.030833000000293,True,0.002258611144,38.94649999999977
node_616092,XBG,"(22599,23202)","(29903,29903)",0.000699301,16,True,1,22899,True,0.0,8.180166999999905,True,0.000699300785,40.609458000000046
node_616160,BA.5.2,"(16616,24745)","(29903,29903)",0.0151515,11,False,0,,False,inf,3.2471249999996843,False,1.0,40.42720899999974
node_616194,BA.5.2,"(22599,23707)","(29903,29903)",0.012987,11,True,1,23152,True,0.0,6.115707999999831,False,1.0,41.44279100000014
node_616228,BA.5.2,"(15451,22001)","(22577,22898)",0.000112931,25,True,1,22736,True,735.0,5.921541999999835,True,0.00011293056,41.01512499999993
node_616230,XBT,"(5183,9866)","(29903,29903)",0.000103199,20,True,1,6980,True,0.0,7.9779169999998345,True,0.0001031992,37.73099999999996
node_616300,BA.5.2,"(5183,12160)","(29903,29903)",0.012987,11,False,0,,False,inf,2.873708000000086,False,1.0,32.77537499999994
node_616308,BA.5.2,"(12325,16616)","(29903,29903)",0.0151515,11,True,1,13980,True,0.0,6.076416999999612,False,1.0,41.865916999999975
node_622054,BA.5.2.21,"(20719,22599)","(23535,26529)",0.0108696,24,False,0,,False,inf,5.9489590000003645,False,1.0,43.122916999999816
node_622520,BA.5.2.21,"(22942,27012)","(29903,29903)",0.000178311,23,True,2,25730;24230,True,0.0,9.6080409999999,True,6.9343332e-05,42.57437500000005
node_633700,BA.5.2,"(16726,22896)","(29903,29903)",0.0333333,10,False,0,,False,inf,3.6644169999999754,False,1.0,42.24687500000002
node_636183,BA.5.1_no29666,"(27438,27788)","(29903,29903)",0.2,6,False,0,,False,inf,2.220625000000087,False,1.0,42.3002079999999
node_636260,BA.5.1,"(6979,16700)","(29903,29903)",0.0242424,11,False,0,,False,inf,3.342583000000232,False,1.0,40.21508299999965
node_637854,BA.5.1.22,"(5221,6979)","(27438,28330)",0.002331,14,False,0,,False,inf,4.502833000000095,True,0.002331002615,42.911083000000346
node_638011,BA.5.1.22,"(22427,22713)","(29903,29903)",0.0454545,12,True,1,22568,True,0.0,7.2095409999999305,False,1.0,48.15108300000004
node_639713,BA.5.1.5,"(22599,24382)","(29903,29903)",0.00407925,13,True,1,23805,True,0.0,6.131209000000304,True,0.004079254344,42.787000000000134
node_640657,BA.5.1,"(22639,26840)","(29903,29903)",0.013986,13,True,1,25230,True,0.0,8.287042000000078,False,0.006993007846,38.1192079999999
node_641608,BA.5.1.24,"(21752,22792)","(29903,29903)",6.87995e-05,21,True,1,22270,True,0.0,6.795832999999973,True,6.8799462e-05,40.6733749999999
node_641995,BA.5.1,"(26428,28330)","(29903,29903)",0.142857,7,False,0,,False,inf,3.50366599999985,False,1.0,45.34495800000027
node_651915,BA.5.1,"(8326,9866)","(27889,28647)",0.00128999,19,False,0,,False,inf,4.20420900000007,True,0.001289989916,40.29562500000017
node_652477,BA.5.1,"(10450,12160)","(29903,29903)",0.00490196,18,True,1,11304,True,0.0,6.392665999999991,True,0.004901961423,45.65099999999988
node_654052,BA.5.1.21,"(19174,28330)","(29903,29903)",0.0833333,9,False,0,,False,inf,3.6963329999997185,False,1.0,41.19895799999984
node_655686,BA.5.1,"(19152,27038)","(29903,29903)",0.0238095,10,False,0,,False,inf,3.4577920000002926,False,1.0,43.943792000000315
node_655909,BA.5.1,"(9866,10798)","(29903,29903)",0.00350877,20,True,1,10330,True,0.0,6.249625000000147,True,0.003508772235,40.71770799999985
node_656661,BA.5.1.23,"(3629,12115)","(16726,27038)",0.013986,13,False,0,,False,inf,3.192874999999873,False,1.0,42.2404580000002
node_657714,BA.5.1,"(4752,11956)","(29903,29903)",0.00499501,14,False,0,,False,inf,3.45941599999966,True,0.004995005671,40.36570799999994
node_658546,BA.5.1,"(10183,17750)","(29903,29903)",0.002997,14,False,0,,False,inf,3.6698749999999336,True,0.002997003496,38.75287500000013
node_660873,BA.5.1,"(21137,27438)","(29903,29903)",0.0545455,11,False,0,,False,inf,3.0342089999999544,False,1.0,39.23874999999999
node_663714,BA.5.1.30,"(12310,16323)","(29903,29903)",0.00499501,14,True,1,14730,True,0.0,5.4933749999999115,True,0.004995005671,41.41800000000018
node_665942,BA.5.1,"(15009,17721)","(29903,29903)",0.0242424,11,True,1,16230,True,0.0,5.6572919999999804,False,1.0,40.67162499999988
node_677595,BA.5.1,"(5538,10647)","(28681,29666)",0.0151515,11,False,0,,False,inf,4.504749999999724,False,1.0,41.11970899999973
